Gender,University,Age,Type_of_Residence,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Primary_Guardian,Motivation_Level,University_Selection_Method,University_Choice_Reason,Program_Choice_Personal,Program_Satisfaction_Level,Living_Arrangement,Travel_Time_,Study_Hours_Per_Week,Failed_Classes,Num_Failed_Classes,Extra_Support_University,Changed_Major,Reason_Changed_Major,Considered_Dropout,Reason_Considered_Dropout,Adjustment_Issues,Adjustment_Difficulty,Stress_Frequency,Made_Friends,Hangout_Frequency,Social_Activity_Frequency,Extracurricular_Participation,Free_Time,Classmate_Cooperation,Mentor_Support,Internet_At_Home,In_Relationship,Relationship_Satisfaction,Family_Relationships,Overall_Health,Bullying_Frequency,PartTime_Job,Absences_Semester,Average_CGPA,CGPA_Satisfaction
M,DIU,24,U,GT3,A,4,4,Housewife ,Teacher,Father,3,Own choice,Campus ,Yes,1,Private accommodation,120,2,No,0,Yes,No,,No,,No major issues,2,Sometimes,Yes,5,Rarely,Yes,4,2,1,Yes,Yes,1,5,5,Never,No,3,3.5,3
M,DIU,21,U,GT3,A,4,4,Housewife ,Retired ,Father,4,Referred by someone,Course,Yes,5,With family,180,4,No,,Yes,No,,No,,No major issues,1,Sometimes,Yes,1,Never,Yes,3,2,4,Yes,No,1,5,4,Never,No,4,3.34,2
M,DIU,24,R,GT3,A,4,4,Housewife ,Doctor,Father,2,Own choice,Reputation,Yes,3,Private accommodation,240,2,No,,No,No,,Yes,Financial problems,Homesickness,3,Sometimes,Yes,3,Never,No,3,3,4,Yes,No,,5,4,Never,No,4,3.11,1
M,DIU,23,U,GT3,A,4,4,Housewife,SDECO in BPDB,Father,3,Own choice,Course,Yes,3,In university halls,20,3,No,1,Yes,No,,No,,No major issues,3,Sometimes,Yes,5,Sometimes,Yes,3,5,3,Yes,No,3,5,3,Never,No,0,3.5,3
M,DIU,21,U,GT3,A,1,4,Housewife,Businessman,Father,4,Referred by someone,Reputation,Yes,3,In university halls,20,3,No,,Yes,No,,No,,Difficulty understanding academic content,3,Sometimes,Yes,5,Sometimes,No,4,3,3,Yes,No,,5,3,Never,No,4,3.5,3
M,DIU,23,U,LE3,A,4,4,Housewife,Businessman ,Father,5,Own choice,Near Home,Yes,1,In university halls,10,4,No,0,Yes,Yes,Lack of interest in the original major,No,Personal reasons,No major issues,4,Rarely,Yes,2,Often,Yes,1,3,3,Yes,No,3,3,3,Never,Yes,2,3.7,3
M,DIU,21,U,GT3,A,4,4,Teacher,Businessman,Father,4,Own choice,Reputation,Yes,5,Private accommodation,240,4,No,,Yes,No,,No,,No major issues,2,Rarely,Yes,5,Often,Yes,3,4,5,Yes,No,,5,5,Often,No,2,3.75,4
F,Nu,24,U,GT3,A,3,4,Teacher,Dead,Myself,4,Own choice,Course,Yes,3,With family,240,2,No,0,No,No,Better career opportunities in the new major,No,Poor teaching or learning environment,Difficulty understanding academic content,4,Sometimes,No,4,Never,Yes,4,2,1,Yes,Yes,4,4,3,Never,Yes,25,2.9,3
M,DIU,23,R,LE3,A,3,3,Housewife ,Businessman,Father,3,Own choice,Reputation,Yes,4,In university halls,20,2,No,,Yes,No,,No,,No major issues,2,Sometimes,Yes,4,Rarely,Yes,4,4,5,Yes,No,,5,3,Never,No,7,3,2
M,DIU,23,U,GT3,T,0,1,Housewife ,Service holder,Father,2,Own choice,Near Home,Yes,2,With family,240,2,Yes,2,Yes,Yes,Better career opportunities in the new major,Yes,Academic difficulties,Difficulty making friends,4,Sometimes,Yes,3,Often,Yes,4,3,3,Yes,No,1,5,3,Never,Yes,4,3.1,3
M,DIU,22,U,GT3,A,3,3,Housewife,Govt job,Father,3,Own choice,Course,Yes,3,With family,240,3,No,0,Yes,No,Recommendation from academic advisor,Yes,Personal reasons,No major issues,2,Often,Yes,3,Sometimes,Yes,2,5,3,Yes,No,3,5,4,Rarely,Yes,2,3.3,2
M,DIU,23,R,GT3,A,3,2,Housewife ,Businessman,Father,2,Own choice,Reputation,Yes,2,In university halls,20,2,No,,Yes,No,Better career opportunities in the new major,Yes,Financial problems,Difficulty understanding academic content,4,Sometimes,No,2,Sometimes,No,4,3,3,Yes,Yes,3,2,2,Sometimes,Yes,9,3.35,4
F,DIU,23,R,GT3,A,4,4,Teacher,Teacher ,Father,5,Referred by someone,Near Home,No,1,With family,120,2,No,0,Yes,No,,No,,Difficulty understanding academic content,3,Always,Yes,3,Never,No,3,5,3,Yes,No,,3,4,Never,Yes,3,3.65,4
M,NSU,25,U,GT3,A,4,4,Housewife,Govt job,Father,4,Own choice,Reputation,Yes,4,With family,180,3,No,0,Yes,Yes,Lack of interest in the original major,Yes,Poor teaching or learning environment,Difficulty making friends,2,Sometimes,No,3,Never,No,3,3,4,Yes,Yes,4,4,3,Never,No,3,3.07,3
M,DIU,24,U,GT3,A,4,4,Housewife,Businessman,Father,4,Own choice,Course,Yes,4,With family,180,2,No,,Yes,No,Personal or family reasons,Yes,Planning to switch to another institution,No major issues,4,Never,Yes,3,Never,No,3,4,5,Yes,No,2,5,4,Never,No,0,3.9,4
M,AIUB,22,U,GT3,A,4,4,Housewife ,Doctor,Father,5,Own choice,Course,Yes,4,Private accommodation,200,1,No,,Yes,No,,Yes,Health issues,No major issues,2,Sometimes,Yes,3,Sometimes,Yes,3,4,4,Yes,Yes,5,5,4,Never,Yes,6,3.5,2
M,EWU,25,R,GT3,A,4,3,Housewife ,Service holder,Me,3,Own choice,Reputation,Yes,5,With family,80,1,No,,Yes,No,,No,,No major issues,3,Sometimes,Yes,1,Rarely,No,5,1,5,No,No,1,4,1,Often,No,9,2.69,5
M,BUFT,24,U,GT3,A,4,4,Housewife ,Teacher ,Father,3,Own choice,Course,Yes,3,With family,240,1,No,,Yes,No,,No,,No major issues,2,Never,Yes,4,Rarely,No,4,3,2,Yes,No,,5,4,Never,No,18,3.83,5
M,UU,25,U,GT3,A,2,4,Housewife ,Businessman ,Father,1,Referred by someone,Near Home,No,1,With family,120,1,No,,No,Yes,,No,,Difficulty making friends,5,Often,No,1,Never,No,1,1,1,No,No,,3,3,Sometimes,Yes,5,2.95,1
F,DIU,22,U,GT3,T,3,4,Business woman ,Businessman,Mother,3,Own choice,Reputation,Yes,3,Private accommodation,150,4,No,0,No,No,No,No,No,Difficulty understanding academic content,4,Sometimes,Yes,3,Sometimes,Yes,3,3,3,No,Yes,5,5,3,Never,No,1,3.75,5
M,Primeasia ,27,U,GT3,A,3,4,Housewife ,Farmer,Father,1,Referred by someone,Course,Yes,1,Private accommodation,30,4,No,,Yes,No,,No,,No major issues,2,Never,Yes,4,Never,Yes,1,4,2,Yes,No,2,5,1,Never,Yes,0,3.41,5
F,DIU,22,U,GT3,A,3,3,Housewife,Govt job,Father,3,Own choice,Course,Yes,3,Private accommodation,120,3,No,0,Yes,No,,No,,No major issues,3,Sometimes,Yes,3,Sometimes,Yes,2,3,3,Yes,No,,5,4,Rarely,No,0,3.1,1
M,DIU,23,U,GT3,A,4,4,Housewife,Govt job,Father & Brother,1,Referred by someone,Course,Yes,1,Private accommodation,60,2,No,0,Yes,No,,No,,No major issues,3,Always,Yes,1,Never,No,5,2,1,Yes,No,,5,3,Rarely,Yes,2,3.17,3
M,DIU,26,R,LE3,A,3,4,Housewife,Teacher ,Father,2,Own choice,wavier ,Yes,3,Private accommodation,10,1,No,,Yes,No,,No,,Difficulty making friends,2,Sometimes,No,2,Rarely,No,2,2,2,Yes,Yes,,4,4,Sometimes,No,4,3.8,4
F,DIU,23,R,GT3,A,4,4,Teachar ,Businessman,Father,4,Referred by someone,Reputation,Yes,4,Private accommodation,40,2,No,0,Yes,No,,No,Lack of interest in the program,Homesickness,2,Rarely,No,2,Sometimes,No,3,5,5,Yes,No,2,5,3,Never,No,0,3.09,2
F,DIU,22,U,GT3,T,3,3,Housewife ,Businessman,Mother,3,Own choice,Reputation,Yes,3,Private accommodation,180,4,No,0,Yes,No,Recommendation from academic advisor,No,Academic difficulties,Homesickness,1,Always,Yes,3,Very Often,No,3,2,2,No,No,2,3,4,Never,Yes,5,3,2
M,DIU,23,R,GT3,A,3,4,Housewife,Bussinessman,Father,5,Own choice,Reputation,Yes,3,Private accommodation,10,1,No,,Yes,Yes,Personal or family reasons,No,,Homesickness,3,Rarely,Yes,4,Often,Yes,2,3,4,No,No,,5,3,Rarely,Yes,20,3.1,3
M,BUFT,27,R,GT3,A,0,0,Housewife,Businessman,Father,1,Referred by someone,,No,1,With family,60,4,Yes,3,No,No,,Yes,Financial problems,Difficulty understanding academic content,2,Always,Yes,2,Never,No,2,2,2,Yes,No,,4,4,Sometimes,No,12,2.6,3
F,IUB,25,R,GT3,A,2,3,Housewife,Businessman ,Father,4,Own choice,Reputation,No,3,With family,60,2,Yes,3,No,No,,No,,No major issues,4,Sometimes,Yes,3,Sometimes,No,2,4,3,Yes,Yes,2,3,2,Never,No,2,2.4,1
F,IUBAT,24,R,GT3,A,1,1,Housewife,Businessman,Father,3,Own choice,Reputation,Yes,3,With family,120,2,Yes,2,Yes,No,,Yes,Family responsibilities,Homesickness,3,Always,Yes,2,Sometimes,Yes,4,3,3,Yes,Yes,5,4,3,Never,Yes,9,2.3,1
M,DIU,26,U,GT3,A,4,4,Housewife,Govt job,Father,1,Own choice,Reputation,Yes,1,With family,240,2,Yes,1,No,Yes,Difficulty in previous courses,No,Academic difficulties,Difficulty making friends,1,Sometimes,Yes,5,Very Often,Yes,5,1,1,Yes,Yes,5,5,5,Always,Yes,25,2.5,5
M,DIU,24,R,GT3,T,3,4,Housewife ,Teacher ,Father,4,Own choice,Because of Waiver,Yes,3,In university halls,20,1,No,,Yes,No,,No,,Homesickness,3,Rarely,No,4,Sometimes,Yes,3,3,4,Yes,No,,5,4,Rarely,No,0,3.56,4
F,DIU,21,U,GT3,A,3,3,Housewife ,Businessman,Father,3,Own choice,Reputation,Yes,3,In university halls,20,2,No,,No,No,,No,,Difficulty understanding academic content,3,Sometimes,Yes,2,Rarely,No,2,4,3,Yes,Yes,4,4,4,Never,No,5,3.5,3
M,DIU,25,R,GT3,A,4,4,Govt job,Businessman,Father,3,Own choice,Near Home,Yes,3,With family,60,2,No,,No,No,,No,,Difficulty understanding academic content,2,Rarely,Yes,3,Never,Yes,2,4,3,Yes,Yes,4,4,4,Never,No,4,3.05,1
M,DIU,25,U,GT3,A,4,4,Housewife ,Businessman,Father,2,Own choice,Course,Yes,3,In university halls,60,3,No,0,No,No,,No,,No major issues,3,Often,No,3,Rarely,Yes,3,3,3,Yes,Yes,3,5,5,Sometimes,No,14,3.18,3
M,DIU,23,U,GT3,A,4,0,Housewife ,Farmer,Father,3,Own choice,Reputation,Yes,3,In university halls,10,3,No,0,Yes,Yes,Better career opportunities in the new major,No,,No major issues,5,Sometimes,Yes,5,Sometimes,Yes,3,5,5,Yes,Yes,5,5,5,Never,No,3,3.28,4
M,DIU,25,R,LE3,A,4,4,Teacher ,Teacher ,Father,3,Own choice,Course,Yes,3,In university halls,20,2,No,0,Yes,No,,No,,Difficulty making friends,3,Sometimes,Yes,3,Rarely,Yes,3,4,3,Yes,No,,5,5,Never,No,0,3,3
M,DIU,28,U,GT3,A,4,4,Housewife,Privet company,Father,1,By mistake,Referred by seniors,Yes,1,In university halls,20,1,Yes,3,No,Yes,Lack of interest in the original major,Yes,Poor teaching or learning environment,Difficulty understanding academic content,4,Always,Yes,5,Sometimes,No,2,2,2,Yes,Yes,5,4,3,Sometimes,No,3,2.7,3
M,DIU,23,U,GT3,A,4,4,Housewife,Teacher ,Father,3,Referred by someone,Course,Yes,2,In university halls,5,3,No,,No,Yes,Better career opportunities in the new major,No,,Difficulty understanding academic content,3,Sometimes,Yes,3,Sometimes,Yes,5,3,3,Yes,No,,5,3,Never,No,0,3,2
M,DIU,23,U,GT3,T,3,4,Housewife ,Businessman ,Father,4,Own choice,Reputation,Yes,5,In university halls,5,3,No,0,Yes,No,N/A,Yes,Health issues,Homesickness,3,Always,Yes,5,Often,Yes,1,3,2,Yes,Yes,3,5,3,Sometimes,No,0,3.91,4
M,JKKNIU ,21,R,GT3,T,3,0,Housewife ,Farmer,Father,3,Referred by someone,Near Home,Yes,3,In university halls,10,1,No,,No,No,Better career opportunities in the new major,Yes,Financial problems,Difficulty understanding academic content,3,Sometimes,Yes,3,Sometimes,No,3,3,3,No,No,1,5,2,Never,No,0,3.75,3
F,Jkkniu ,21,U,GT3,A,4,4, Housewife ,Teacher ,Father,5,Own choice,Near Home,Yes,3,With family,120,2,No,0,No,No,,No,Personal reasons,Difficulty understanding academic content,3,Always,Yes,2,Rarely,Yes,2,4,5,Yes,No,1,5,3,Never,No,0,3.5,3
F,JKKNIU ,19,R,LE3,A,1,0,Housewife ,Farmer,Father,5,Own choice,Reputation,Yes,5,Private accommodation,100,3,No,,No,No,Personal or family reasons,No,Financial problems,No major issues,4,Never,Yes,2,Never,No,3,5,5,Yes,No,1,5,5,Never,No,1,3:50,3
F,JKKNIU,19,U,LE3,A,4,4,Housewife, Business,Mother,1,Own choice,Course,Yes,1,Private accommodation,60,4,No,0,Yes,Yes,Better career opportunities in the new major,No,Difficulty adjusting to university life,Difficulty understanding academic content,2,Never,Yes,1,Sometimes,Yes,1,1,1,Yes,Yes,1,1,1,Never,Yes,0,3,3
M,DIU,22,U,GT3,A,3,4,Housewife,Engineer ,Father,3,Own choice,Course,Yes,3,In university halls,10,2,No,,Yes,No,,No,,No major issues,1,Rarely,Yes,5,Rarely,Yes,3,3,4,Yes,No,3,5,3,Rarely,Yes,1,2.72,4
M,DIU,23,R,GT3,T,3,4,Housewife ,Teacher ,Father,4,Own choice,Course,Yes,4,In university halls,120,1,No,0,Yes,No,Never changed ,No,Never considered ,No major issues,1,Rarely,Yes,3,Sometimes,Yes,3,4,5,Yes,Yes,3,5,5,Rarely,No,5,3.41,3
F,JKKNIU ,19,R,LE3,A,1,0,Housewife ,Farmer ,Father,5,Own choice,Reputation,Yes,5,With family,20,3,No,0,No,No,Personal or family reasons,No,Financial problems,No major issues,4,Never,Yes,2,Never,No,2,5,5,Yes,No,1,5,5,Never,No,2,3:50,3
F,JKKNIU ,20,R,LE3,A,3,3,Housewife ,Businessman,Father,5,Own choice,Near Home,Yes,3,Private accommodation,60,4,Yes,3,No,Yes,Difficulty in previous courses,No,Financial problems,Difficulty understanding academic content,3,Sometimes,Yes,3,Rarely,Yes,4,5,5,Yes,Yes,3,5,4,Never,No,0,3.5,4
M,JKKNIU ,20,R,LE3,A,4,3,Service holder,Businessman,Mother,2,Own choice,Near Home,Yes,2,Private accommodation,240,2,No,0,No,No,,No,,No major issues,1,Sometimes,Yes,3,Sometimes,Yes,3,2,2,Yes,No,,5,3,Never,No,0,,3
F,JKKNIU ,20,U,LE3,A,2,2,Housewife,Dead,Mother,1,Own choice,Course,Yes,1,With family,150,4,No,0,Yes,Yes,Recommendation from academic advisor,Yes,Difficulty adjusting to university life,Difficulty understanding academic content,1,Never,Yes,1,Sometimes,Yes,1,1,1,Yes,Yes,1,1,1,Never,Yes,0,3,3
F,JKKNIU ,20,U,GT3,A,4,4,Housewife ,Service holder ,Father,1,Own choice,Near Home,Yes,3,With family,20,1,No,,No,Yes,Better career opportunities in the new major,No,Academic difficulties,Difficulty understanding academic content,1,Rarely,Yes,5,Sometimes,Yes,5,5,5,Yes,No,5,5,5,Never,No,0,3,3
F,JKKNIU ,18,U,GT3,A,3,0,Housewife ,Farmer,Father,5,Own choice,Near Home,Yes,5,Private accommodation,10,2,No,,No,No,,No,,No major issues,2,Rarely,Yes,3,Never,No,3,4,5,Yes,No,,5,5,Never,No,0,3.8,5
F,JKKNIU ,19,R,GT3,A,1,3,Housewife ,Farmer,Father,3,Own choice,Near Home,Yes,4,Private accommodation,120,4,No,,No,Yes,Better career opportunities in the new major,No,,Homesickness,3,Rarely,Yes,3,Rarely,Yes,3,4,4,Yes,No,1,4,2,Never,No,0,3. 75,3
F,JKKNIU ,20,U,GT3,A,4,4,Housewife,Teacher,Father,5,Own choice,Near Home,Yes,5,In university halls,30,2,No,0,No,No,,No,Personal reasons,Homesickness,5,Always,Yes,5,Sometimes,Yes,1,3,5,Yes,Yes,5,5,3,Never,No,2,3.5,2
M,Jkkniu,19,U,GT3,A,2,4,Housewife ,Businessman ,Father,5,Own choice,Near Home,Yes,4,In university halls,10,4,No,,No,No,,No,,No major issues,3,Rarely,Yes,1,Never,Yes,1,5,5,Yes,No,1,5,4,Never,Yes,5,,4
M,DIU,21,R,GT3,T,4,3,Housewife,Businessman ,Father,3,Referred by someone,Reputation,Yes,3,In university halls,20,4,No,0,Yes,No,No,No,Never dropped ,No major issues,2,Sometimes,Yes,3,Rarely,No,3,3,2,Yes,Yes,5,4,1,Never,No,2,3.4,1
F,JKKNIU ,20,R,GT3,A,3,3,Housewife ,Businessman ,Father,5,Own choice,Near Home,No,1,Private accommodation,60,2,No,,No,No,,No,,Difficulty understanding academic content,4,Sometimes,Yes,5,Often,No,3,4,5,Yes,No,,5,3,Never,No,0,3,2
F,JKKNIU ,19,R,GT3,A,1,3,Housewife ,Farmer,Father,5,Own choice,Near Home,Yes,5,Private accommodation,120,2,No,0,No,No,,No,,No major issues,2,Rarely,Yes,5,Often,No,3,4,4,Yes,No,,5,4,Never,No,0,3.5,4
F,Jkkniu ,21,R,LE3,A,0,0,Housewife ,Farmer ,Father,5,Own choice,Near Home,Yes,5,Private accommodation,10,3,No,,Yes,No,Personal or family reasons,No,Financial problems,No major issues,3,Never,Yes,3,Sometimes,Yes,3,3,5,No,No,1,5,3,Never,No,0,3-3.5,3
F,JKKNIU ,20,R,GT3,A,1,3,Housewife ,Businessman,Father,5,Own choice,Near Home,Yes,5,Private accommodation,20,4,No,0,No,No,,No,Personal reasons,Homesickness,3,Always,Yes,5,Very Often,No,4,4,5,Yes,No,,5,3,Never,No,1,3.5,4
M,JKKNIU ,21,R,GT3,A,1,1,Housewife ,Driver ,Father,4,Own choice,Near Home,Yes,4,Private accommodation,180,4,No,,No,No,,No,,No major issues,3,Sometimes,Yes,4,Often,Yes,4,4,4,Yes,No,,5,4,Never,No,0,3.5,3
M,DIU,23,U,GT3,A,4,4,Teacher,Business,Mother,3,Own choice,Course,Yes,4,Private accommodation,30,4,No,,No,No,,No,,No major issues,3,Always,Yes,4,Rarely,No,3,3,3,Yes,No,,5,5,Never,No,1,3.03,1
F,JKKNIU ,20,U,GT3,A,4,4,Housewife,Teacher,Father,5,Own choice,Near Home,Yes,1,Private accommodation,120,4,No,,No,No,,No,,No major issues,1,Rarely,Yes,4,Never,No,1,1,1,Yes,No,1,1,1,Never,No,0,,1
F,JKKNIU,20,R,GT3,A,2,3,Housewife ,Businessman,Father,4,Own choice,Near Home,Yes,4,With family,120,3,No,,No,No,,No,,Difficulty understanding academic content,3,Sometimes,Yes,3,Never,No,3,4,4,Yes,No,,4,4,Never,No,0,3.25,3
M,JKKNIU ,21,U,GT3,A,3,3,Housewife ,Service holder ,Father,4,Own choice,Near Home,No,4,Private accommodation,120,1,No,0,No,No,,No,,Difficulty making friends,3,Sometimes,Yes,4,Sometimes,No,4,3,5,Yes,No,,5,4,Never,Yes,2,3.4,2
F,JKKNIU ,19,U,GT3,A,0,0,Housewife ,Garments worker,Father,2,Own choice,Near Home,Yes,1,Private accommodation,20,2,No,0,No,Yes,Better career opportunities in the new major,No,Poor teaching or learning environment,Difficulty understanding academic content,2,Sometimes,Yes,2,Never,No,3,3,3,Yes,No,1,4,3,Never,No,0,3.4,2
M,JKKNIU ,20,U,GT3,A,3,3,Housewife ,Service holder ,Father,3,Own choice,Near Home,No,4,Private accommodation,10,1,No,1,No,No,,No,,Difficulty making friends,4,Sometimes,Yes,3,Never,No,5,3,3,No,No,,3,2,Sometimes,No,7,3.5,3
F,JKKNIU ,21,U,GT3,A,1,2,Housewife ,Farmer,Father,5,Referred by someone,Near Home,Yes,5,Private accommodation,20,4,No,,No,No,,No,,Difficulty understanding academic content,2,Never,Yes,3,Often,No,2,5,5,Yes,No,,5,5,Never,Yes,2,,3
M,BUBT,21,U,GT3,A,4,4,Teacher,Teacher,Both,3,Referred by someone,Course,Yes,4,With family,180,2,No,0,Yes,No,No,No,No,No major issues,2,Sometimes,Yes,2,Sometimes,No,2,4,5,Yes,Yes,5,5,4,Never,No,1,3.5,3
M,JKKNIU ,19,R,GT3,A,0,0,Housewife ,Farmer,Father,3,Own choice,Reputation,Yes,3,Private accommodation,60,3,No,0,No,Yes,Better career opportunities in the new major,Yes,Financial problems,No major issues,4,Always,Yes,3,Sometimes,Yes,2,3,3,No,No,1,5,3,Never,No,2,No,4
F,Jkkniu ,20,U,GT3,A,4,3,Housewife ,Teacher ,Father,3,Own choice,Near Home,Yes,3,Private accommodation,10,2,No,,No,No,,No,,Homesickness,3,Sometimes,Yes,5,Sometimes,No,5,4,5,Yes,No,,4,3,Never,No,2,3.5,5
M,JKKNIU,21,R,GT3,A,4,4,Housewife ,Teacher ,Father,1,Near home,Near Home,Yes,1,With family,10,2,No,0,No,No,Recommendation from academic advisor,No,Personal reasons,Difficulty understanding academic content,4,Always,No,2,Never,No,1,1,1,Yes,No,2,5,2,Never,No,0,3,2
M,JKKNIU,21,U,GT3,A,4,3,Housewife,Gvt job ,Father,2,Own choice,Near Home,Yes,2,With family,10,4,No,,No,No,Lack of interest in the original major,Yes,"I don't like so called senior-junior hierarchy culture in university, sometimes immediate seniors' behavior hits my prestige. In short, according to ethics, academic definition and religion it is obvious that the culture is against justice. ",Difficulty understanding academic content,5,Often,Yes,1,Never,No,3,2,5,Yes,No,1,4,4,Often,No,15,,5
M,DIU,23,R,GT3,T,3,4,Housewife ,Teacher,Father,2,Referred by someone,Reputation,Yes,2,Private accommodation,180,2,Yes,1,Yes,No,Personal or family reasons,No,Family responsibilities,No major issues,2,Rarely,Yes,3,Sometimes,No,3,3,2,Yes,No,3,2,2,Sometimes,No,7,2.58,3
F,JKKNIU ,19,R,LE3,A,1,0,Housewife ,Farmer ,Father,5,Own choice,Reputation,Yes,5,With family,15,4,No,0,No,No,Personal or family reasons,No,Financial problems,No major issues,4,Never,Yes,2,Rarely,No,2,5,5,Yes,No,1,5,5,Never,No,2,3:50,3
M,DIU,23,U,GT3,A,4,4,Teacher,Lawyer,Father,3,Referred by someone,Near Home,Yes,3,In university halls,60,1,No,,Yes,No,,No,,No major issues,1,Sometimes,Yes,5,Sometimes,Yes,5,5,4,Yes,Yes,5,5,3,Sometimes,No,5,3.17,2
F,JKKNIU ,18,R,GT3,A,2,1,Housewife ,Businessman,Father,3,Own choice,Near Home,Yes,3,With family,60,2,No,,No,No,Difficulty in previous courses,No,Academic difficulties,No major issues,3,Sometimes,Yes,2,Never,No,3,2,5,Yes,Yes,5,5,3,Rarely,No,3,3.65,4
M,AIUB,25,U,GT3,A,4,4,Teacher,Businessman,Mother,3,Own choice,Reputation,Yes,4,Private accommodation,50,3,No,,No,No,,No,,No major issues,2,Rarely,Yes,4,Sometimes,No,2,3,4,Yes,Yes,4,5,4,Never,No,1,3.77,3
F,JKKNIU ,20,R,GT3,A,3,4,Housewife ,,Brother ,3,Own choice,Near Home,Yes,4,Private accommodation,90,1,No,,No,No,,No,,No major issues,3,Sometimes,Yes,3,Sometimes,Yes,3,3,3,Yes,No,,5,3,Rarely,No,0,,3
M,JKKNIU ,21,U,LE3,A,3,4,Housewife ,Dead,Uncle ,1,Mom's choice,Near Home,Yes,2,With family,20,1,Yes,1,No,No,,No,Poor teaching or learning environment,Difficulty understanding academic content,5,Always,No,3,Rarely,No,5,3,2,Yes,No,,1,2,Often,No,0,,1
M,Jkkniu ,20,U,GT3,T,3,1,Housewife ,Businessman ,Father,3,Own choice,Near Home,Yes,4,Private accommodation,180,2,No,,No,No,Lack of interest in the original major,No,,Homesickness,3,Sometimes,Yes,4,Rarely,Yes,3,4,4,Yes,No,,4,3,Rarely,No,7,,3
F,JKKNIU ,19,R,GT3,A,4,4,Teacher,Teacher,Father,2,Own choice,Near Home,Yes,3,Private accommodation,60,2,No,,No,No,,No,,No major issues,2,Rarely,Yes,3,Rarely,No,3,4,4,No,No,,5,4,Never,No,0,,3
F,JKKNIU ,19,U,GT3,A,3,4,Housewife ,Businessman ,Father,4,Own choice,Near Home,Yes,5,Private accommodation,10,4,No,,No,No,,No,,Homesickness,3,Sometimes,Yes,3,Often,Yes,2,5,5,Yes,No,,5,4,Never,No,0,,2
F,JKKNIU ,21,R,GT3,A,2,2,Housewife ,Govt job ,Father,2,Own choice,Near Home,No,2,With family,240,2,No,,No,No,,No,,Difficulty making friends,4,Often,No,1,Never,No,1,3,3,Yes,No,,4,2,Rarely,Yes,2,0,5
M,DIU,22,U,GT3,A,3,3,Housewife ,Migrate worker,Father,4,Own choice,Course,Yes,4,With family,10,3,No,0,Yes,No,,No,,Difficulty understanding academic content,3,Sometimes,Yes,4,Never,Yes,1,5,4,Yes,Yes,5,5,4,Never,No,3,3.15,1
M,DIU,23,R,GT3,A,4,4,Housewife ,Banker ,Father,3,Referred by someone,Course,Yes,1,In university halls,10,1,Yes,3,No,No,Difficulty in previous courses,No,Financial problems,Difficulty understanding academic content,1,Always,Yes,4,Never,No,3,3,1,Yes,No,1,4,3,Never,No,0,2.42,1
F,DIU,21,U,LE3,A,3,4,Housewife ,Govt job ,Mother,2,Own choice,Course,Yes,4,With family,10,3,No,0,No,Yes,Better career opportunities in the new major,No,None ,Difficulty making friends,3,Sometimes,Yes,4,Very Often,Yes,4,4,1,Yes,No,1,5,4,Sometimes,No,0,3,1
M,DIU,22,R,GT3,A,4,4,Teacher ,Businessman,Mother,4,Own choice,Course,Yes,3,Private accommodation,120,4,No,,No,No,,No,,Difficulty making friends,3,Sometimes,Yes,1,Rarely,Yes,3,4,5,Yes,Yes,3,5,3,Never,No,2,3.52,4
M,DIU,22,U,GT3,A,3,4,Housewife ,Businessman,Father,3,Referred by someone,Reputation,Yes,3,With family,60,1,No,,Yes,No,,Yes,Lack of interest in the program,Difficulty understanding academic content,4,Always,Yes,3,Rarely,Yes,2,3,2,Yes,Yes,4,5,3,Rarely,Yes,21,3.15,1
F,DIU,20,U,GT3,A,3,4,Housewife ,Businessman ,Father,3,Own choice,Course,Yes,4,In university halls,10,3,No,,Yes,No,,No,,Homesickness,2,Sometimes,Yes,4,Never,No,3,4,4,Yes,No,,5,2,Never,No,1,3.68,4
M,DIU,21,R,GT3,A,3,4,Housewife ,Businessman ,Father,3,Own choice,Reputation,Yes,3,Private accommodation,10,1,No,,Yes,No,,No,Peer pressure or social isolation,Difficulty understanding academic content,3,Often,Yes,3,Rarely,No,3,3,3,Yes,No,1,5,1,Rarely,No,2,3,1
M,DIU,21,R,GT3,A,3,3,Housewife ,Migrate worker,Father,1,Referred by someone,Course,No,1,Private accommodation,180,2,Yes,,No,No,,Yes,Difficulty adjusting to university life,Difficulty making friends,5,Never,No,1,Never,No,4,3,3,Yes,No,,4,3,Never,No,1,2,1
M,DIU,22,U,LE3,A,1,4,Housewife,Teacher,Father,3,Own choice,Course,Yes,3,Private accommodation,120,3,Yes,1,No,No,,No,,Difficulty making friends,4,Sometimes,No,5,Sometimes,No,2,3,5,Yes,No,1,5,1,Never,No,20,3,1
M,DIU,22,R,LE3,A,3,4,Housewife ,Teacher,Father,3,Own choice,Reputation,Yes,4,In university halls,10,2,No,,Yes,No,,No,,Homesickness,3,Sometimes,Yes,5,Rarely,Yes,3,2,3,Yes,No,,5,4,Sometimes,No,1,3.7,3
F,BAU ,21,U,GT3,A,4,4,Teacher ,Banker ,Father,3,Own choice,Reputation,Yes,3,In university halls,10,1,No,,No,No,,No,,Homesickness,2,Sometimes,Yes,2,Never,No,3,3,2,Yes,Yes,4,5,3,Never,No,1,3.817,2
